mi_consumer_luxury-goods_united-states_usd_en_2025-4-4_15-07-32
Region,Market,Chart,Name,Unit,Source,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
United States,Luxury Eyewear,Revenue Comparison,Montenegro,USD (US$),Statista Market Insights,"953,900.396","997,413.775","823,058.146","1,066,038.716","1,118,960.04","1,209,440.958","1,230,784.569","1,251,264.974","1,271,540.576","1,291,613.421","1,311,485.538","1,331,158.934"
United States,Luxury Eyewear,Revenue Comparison,Mozambique,USD (US$),Statista Market Insights,"8,038,372.841","12,575,548.751","10,397,766.755","10,791,651.274","13,501,007.81","15,440,903.956","15,919,836.445","16,379,292.499","16,834,153.991","17,284,466.869","17,730,276.618","18,171,628.269"
United States,Luxury Eyewear,Revenue Comparison,Oman,USD (US$),Statista Market Insights,"19,430,731.388","16,144,492.756","12,396,564.6","14,833,404.039","17,619,340.79","18,456,177.606","18,693,982.522","18,921,966.413","19,147,670.465","19,371,117.476","19,592,330.018","19,811,330.434"
United States,Luxury Eyewear,Revenue Comparison,Namibia,USD (US$),Statista Market Insights,"1,662,003.333","1,775,298.059","1,214,481.323","1,501,769.735","1,844,009.79","2,064,784.128","2,120,180.769","2,173,320.32","2,225,928.475","2,278,010.549","2,329,571.803","2,380,617.443"
United States,Luxury Eyewear,Revenue Comparison,Nepal,USD (US$),Statista Market Insights,"2,967,701.469","2,547,616.905","1,767,880.893","2,170,342.857","2,310,584.19","2,458,455.628","2,494,233.761","2,528,560.399","2,562,543.771","2,596,187.309","2,629,494.412","2,662,468.444"
United States,Luxury Eyewear,Revenue Comparison,Nicaragua,USD (US$),Statista Market Insights,"3,020,949.553","2,774,742.211","2,053,161.568","2,298,757.359","2,768,911.64","3,173,422.34","3,271,807.442","3,366,198.699","3,459,646.044","3,552,158.916","3,643,746.659","3,734,418.525"
United States,Luxury Eyewear,Revenue Comparison,Niger,USD (US$),Statista Market Insights,"6,873,865.04","6,330,152.386","5,401,631.315","4,907,044.164","6,894,796.06","8,086,579.104","8,385,511.744","8,672,265.362","8,956,151.443","9,237,198.664","9,515,435.413","9,790,889.794"
United States,Luxury Eyewear,Revenue Comparison,Pakistan,USD (US$),Statista Market Insights,"91,521,566.566","94,623,815.487","50,458,851.989","66,244,155.882","77,795,037.97","83,464,820.83","84,944,384.179","86,363,393.887","87,768,213.499","89,158,984.914","90,535,848.615","91,898,943.679"
United States,Luxury Eyewear,Revenue Comparison,Panama,USD (US$),Statista Market Insights,"26,666,782.93","30,525,457.265","20,368,412.024","30,192,284.241","38,630,825.15","42,940,095.273","44,058,157.623","45,130,490.845","46,192,100.735","47,243,094.526","48,283,578.379","49,313,657.394"
United States,Luxury Eyewear,Revenue Comparison,Papua New Guinea,USD (US$),Statista Market Insights,"1,726,618.777","2,188,782.817","1,824,153.086","1,918,309.47","2,333,235.77","2,580,700.01","2,643,064.366","2,702,886.482","2,762,110.376","2,820,742.032","2,878,787.371","2,936,252.257"
United States,Luxury Eyewear,Revenue Comparison,Paraguay,USD (US$),Statista Market Insights,"19,704,123.029","18,076,246.284","11,191,191.634","12,906,972.894","18,733,170.28","21,246,517.343","21,908,922.499","22,544,188.371","23,173,101.583","23,795,725.664","24,412,123.504","25,022,357.365"
United States,Luxury Eyewear,Revenue Comparison,Peru,USD (US$),Statista Market Insights,"75,182,575.322","83,129,493.81","51,690,189.028","60,505,916.337","81,263,472.26","92,948,612.88","95,918,264.38","98,766,742.601","101,586,736.04","104,378,529.544","107,142,405.113","109,878,641.926"
United States,Luxury Eyewear,Revenue Comparison,Timor-Leste,USD (US$),Statista Market Insights,"250,447.485","349,716.687","286,110.72","273,588.629","341,939.7","460,820.757","488,408.263","514,882.371","541,091.737","567,039.01","592,726.81","618,157.732"
United States,Luxury Eyewear,Revenue Comparison,Qatar,USD (US$),Statista Market Insights,"99,615,388.778","102,166,532.564","78,717,733.741","93,638,864.478","113,850,109.64","119,289,857.942","120,871,685.091","122,388,034.491","123,889,220.397","125,375,394.444","126,846,706.75","128,303,305.934"
United States,Luxury Eyewear,Revenue Comparison,Rwanda,USD (US$),Statista Market Insights,"5,326,141.502","5,295,175.935","3,326,613.213","3,603,782.414","4,752,837.67","5,423,353.877","5,592,685.221","5,755,112.235","5,915,914.979","6,075,109.696","6,232,712.465","6,388,739.206"
United States,Luxury Eyewear,Revenue Comparison,Senegal,USD (US$),Statista Market Insights,"5,177,541.137","9,180,638.639","7,531,435.439","10,105,545.83","12,242,616.03","15,526,729.372","16,297,222.016","17,036,575.245","17,768,534.942","18,493,175.042","19,210,568.742","19,920,788.504"
United States,Luxury Eyewear,Revenue Comparison,Seychelles,USD (US$),Statista Market Insights,"298,331.778","229,648.723","169,309.373","158,394.359","233,824.98","248,179.569","252,673.437","256,979.988","261,243.473","265,464.323","269,642.965","273,779.82"
United States,Luxury Eyewear,Revenue Comparison,Sierra Leone,USD (US$),Statista Market Insights,"3,380,347.978","3,575,414.066","2,894,630.602","3,009,005.637","3,232,620.89","3,974,284.412","4,143,055.937","4,305,033.116","4,465,390.524","4,624,144.358","4,781,310.653","4,936,905.286"
United States,Luxury Eyewear,Revenue Comparison,Zimbabwe,USD (US$),Statista Market Insights,"7,030,469.714","8,239,057.531","5,627,159.306","8,268,587.168","9,870,774.29","11,544,029.569","11,947,246.106","12,334,112.607","12,717,110.443","13,096,278.3","13,471,654.48","13,843,276.897"
United States,Luxury Eyewear,Revenue Comparison,Sudan,USD (US$),Statista Market Insights,"12,781,548.807","14,698,781.128","9,113,244.3","13,487,601.563","19,152,394.22","20,913,725.577","20,496,765.444","21,259,485.445","21,869,661.446","22,357,802.247","22,748,314.888","23,060,725"
United States,Luxury Eyewear,Revenue Comparison,Suriname,USD (US$),Statista Market Insights,"489,415","442,767","378,747","451,629","618,634.7","712,026.582","735,802.767","758,608.596","781,186.366","803,538.359","825,666.831","847,574.019"
United States,Luxury Eyewear,Revenue Comparison,Tajikistan,USD (US$),Statista Market Insights,"814,878.757","781,779.984","612,797.73","595,501.338","630,835.06","707,690.281","725,342.652","742,283.531","759,055.001","775,658.757","792,096.475","808,369.816"
United States,Luxury Eyewear,Revenue Comparison,Togo,USD (US$),Statista Market Insights,"1,652,611.054","1,730,951.159","1,482,122.777","1,827,427.468","2,138,905.97","2,478,586.162","2,559,967.093","2,638,050.465","2,715,353.003","2,791,882.515","2,867,646.733","2,942,653.308"
United States,Luxury Eyewear,Revenue Comparison,United Arab Emirates,USD (US$),Statista Market Insights,"95,471,886.17","129,959,205.402","108,705,401.717","133,761,085.391","154,441,489.27","151,399,986.087","163,447,698.94","171,902,151.553","180,272,059.64","188,558,268.645","196,761,615.561","204,882,929.007"
United States,Luxury Eyewear,Revenue Comparison,Tunisia,USD (US$),Statista Market Insights,"7,819,292.856","7,321,628.582","5,872,855.249","6,560,824.936","8,102,003.61","8,722,233.242","8,887,903.827","9,046,776.776","9,204,060.995","9,359,772.372","9,513,926.635","9,666,539.356"
United States,Luxury Eyewear,Revenue Comparison,Turkmenistan,USD (US$),Statista Market Insights,"2,434,478.977","1,912,097.841","1,471,164.129","1,572,854.488","1,626,975.19","1,723,736.278","1,746,270.587","1,767,895.02","1,789,303.209","1,810,497.316","1,831,479.481","1,852,251.826"
United States,Luxury Eyewear,Revenue Comparison,Uganda,USD (US$),Statista Market Insights,"17,434,701.31","18,769,347.121","12,048,072.304","17,525,840.652","21,594,186.68","25,181,433.031","26,056,640.588","26,896,306.32","27,727,575.396","28,550,531.78","29,365,258.601","30,171,838.153"
United States,Luxury Eyewear,Revenue Comparison,Ukraine,USD (US$),Statista Market Insights,"250,872,655.567","337,271,456.987","275,356,143.061","301,512,834.688","20,927,410.87","24,892,504.405","24,503,031.066","24,538,176.782","24,534,980.334","24,535,270.839","24,535,244.435","24,535,246.835"
United States,Luxury Eyewear,Revenue Comparison,North Macedonia,USD (US$),Statista Market Insights,"2,493,050.917","2,251,841.308","1,935,948.79","2,417,159.723","2,547,890.05","2,816,409.875","2,878,979.292","2,939,022.11","2,998,464.5","3,057,312.466","3,115,571.953","3,173,248.844"
United States,Luxury Eyewear,Revenue Comparison,Egypt,USD (US$),Statista Market Insights,"42,495,513.905","63,948,696.815","52,510,617.407","73,990,481.347","82,894,994.61","95,516,846.382","98,505,555.589","101,373,335.899","104,212,438.406","107,023,149.888","109,805,754.255","112,560,532.578"
United States,Luxury Eyewear,Revenue Comparison,Tanzania,USD (US$),Statista Market Insights,"11,543,750.595","10,855,157.932","10,328,061.212","10,069,942.161","11,716,009.58","13,579,759.727","14,022,315.121","14,446,958.043","14,867,354.536","15,283,547.064","15,695,577.667","16,103,487.964"
United States,Luxury Eyewear,Revenue Comparison,Burkina Faso,USD (US$),Statista Market Insights,"4,399,389.703","5,384,367.926","4,765,399.071","5,921,765.661","7,135,337.61","8,401,547.556","8,705,690.635","8,997,505.95","9,286,403.112","9,572,411.302","9,855,559.41","10,135,876.038"
United States,Luxury Eyewear,Revenue Comparison,Uruguay,USD (US$),Statista Market Insights,"47,920,160.983","50,152,226.116","34,514,619.609","43,276,630.862","48,886,683.03","54,151,626.77","55,430,180.703","56,656,842.132","57,871,236.947","59,073,487.814","60,263,716.172","61,442,042.246"
United States,Luxury Eyewear,Revenue Comparison,Uzbekistan,USD (US$),Statista Market Insights,"5,228,571.466","5,075,432.427","3,309,245.675","3,815,103.017","4,069,698.1","4,491,623.137","4,590,329.67","4,685,048.406","4,778,819.955","4,871,653.789","4,963,559.284","5,054,545.724"
United States,Luxury Eyewear,Revenue Comparison,Zambia,USD (US$),Statista Market Insights,"14,551,386.452","13,846,588.812","6,966,651.898","8,024,397.551","8,791,210.69","10,109,696.363","10,416,781.79","10,711,467.812","11,003,206.973","11,292,028.743","11,577,962.295","11,861,036.512"
United States,Luxury Eyewear,Revenue Comparison,Albania,USD (US$),Statista Market Insights,"1,106,174.983","2,238,514.57","1,868,775.003","2,436,536.981","2,847,037.02","3,133,205.559","3,204,740.576","3,273,362.212","3,341,297.631","3,408,553.696","3,475,137.201","3,541,054.87"
United States,Luxury Eyewear,Revenue Comparison,Algeria,USD (US$),Statista Market Insights,"80,621,205.4","55,105,889.498","37,238,843.924","48,393,710.296","51,759,129.12","62,365,670.5","64,794,116.458","67,124,720.392","69,432,018.286","71,716,243.202","73,977,625.868","76,216,394.708"
United States,Prestige Cosmetics & Fragrances,Revenue,Total,USD (US$),Statista Market Insights,"10,818,872,739.092","11,128,087,085.608","9,460,812,647.317","10,198,173,508.067","11,532,963,465.65","12,093,160,686.295","12,400,291,060.185","12,685,573,407.742","12,968,002,931.823","13,247,608,160.663","13,524,417,337.215","13,798,458,422.001"
United States,Prestige Cosmetics & Fragrances,Revenue,Prestige Skin Care,USD (US$),Statista Market Insights,"3,545,452,420.503","3,618,779,917.058","3,109,046,307.16","3,330,614,801.72","3,696,140,334.39","3,760,467,441.366","3,806,046,438.8","3,873,687,557.281","3,940,652,264.578","4,006,947,324.802","4,072,579,434.423","4,137,555,222.948"
United States,Prestige Cosmetics & Fragrances,Revenue,Prestige Fragrances,USD (US$),Statista Market Insights,"3,511,151,903.535","3,569,689,944.313","2,899,264,627.884","3,139,510,576.02","3,672,885,609.48","4,096,287,139.504","4,149,020,716.822","4,203,061,890.3","4,256,562,652.044","4,309,528,406.17","4,361,964,502.755","4,413,876,238.374"
United States,Prestige Cosmetics & Fragrances,Revenue,Prestige Cosmetics,USD (US$),Statista Market Insights,"3,762,268,415.053","3,939,617,224.236","3,452,501,712.273","3,728,048,130.327","4,163,937,521.78","4,236,406,105.425","4,445,223,904.563","4,608,823,960.16","4,770,788,015.201","4,931,132,429.691","5,089,873,400.037","5,247,026,960.679"
United States,Prestige Cosmetics & Fragrances,Revenue Change,Total,percent,Statista Market Insights,0,0.029,-0.15,0.078,0.131,0.049,0.025,0.023,0.022,0.022,0.021,0.02
United States,Prestige Cosmetics & Fragrances,Revenue Change,Prestige Cosmetics,percent,Statista Market Insights,0,0.047,-0.124,0.08,0.117,0.017,0.049,0.037,0.035,0.034,0.032,0.031
United States,Prestige Cosmetics & Fragrances,Revenue Change,Prestige Skin Care,percent,Statista Market Insights,0,0.021,-0.141,0.071,0.11,0.017,0.012,0.018,0.017,0.017,0.016,0.016
United States,Prestige Cosmetics & Fragrances,Revenue Change,Prestige Fragrances,percent,Statista Market Insights,0,0.017,-0.188,0.083,0.17,0.115,0.013,0.013,0.013,0.012,0.012,0.012
United States,Prestige Cosmetics & Fragrances,Average Revenue per Capita,Total,USD (US$),Statista Market Insights,32.573,33.286,28.162,30.262,34.092,35.568,36.278,36.919,37.549,38.167,38.774,39.369
United States,Prestige Cosmetics & Fragrances,Average Revenue per Capita,Prestige Skin Care,USD (US$),Statista Market Insights,10.675,10.824,9.255,9.883,10.926,11.06,11.135,11.274,11.41,11.544,11.676,11.805
United States,Prestige Cosmetics & Fragrances,Average Revenue per Capita,Prestige Fragrances,USD (US$),Statista Market Insights,10.571,10.677,8.63,9.316,10.857,12.048,12.138,12.232,12.325,12.416,12.505,12.593
United States,Prestige Cosmetics & Fragrances,Average Revenue per Capita,Prestige Cosmetics,USD (US$),Statista Market Insights,11.327,11.784,10.277,11.063,12.309,12.46,13.005,13.413,13.814,14.207,14.592,14.97
United States,Prestige Cosmetics & Fragrances,Company Shares,Clarins,percent,Statista Market Insights,0,0,0,0,0,0.034,0,0,0,0,0,0
United States,Prestige Cosmetics & Fragrances,Company Shares,Other,percent,Statista Market Insights,0,0,0,0,0,0.047,0,0,0,0,0,0
United States,Prestige Cosmetics & Fragrances,Company Shares,L'Oréal Luxe,percent,Statista Market Insights,0,0,0,0,0,0.269,0,0,0,0,0,0
United States,Prestige Cosmetics & Fragrances,Company Shares,Chanel,percent,Statista Market Insights,0,0,0,0,0,0.068,0,0,0,0,0,0
United States,Prestige Cosmetics & Fragrances,Company Shares,Estée Lauder,percent,Statista Market Insights,0,0,0,0,0,0.258,0,0,0,0,0,0
United States,Prestige Cosmetics & Fragrances,Company Shares,LVMH,percent,Statista Market Insights,0,0,0,0,0,0.119,0,0,0,0,0,0
United States,Prestige Cosmetics & Fragrances,Company Shares,Shiseido,percent,Statista Market Insights,0,0,0,0,0,0.046,0,0,0,0,0,0
United States,Prestige Cosmetics & Fragrances,Company Shares,L'Occitane,percent,Statista Market Insights,0,0,0,0,0,0.039,0,0,0,0,0,0
United States,Prestige Cosmetics & Fragrances,Company Shares,Coty,percent,Statista Market Insights,0,0,0,0,0,0.067,0,0,0,0,0,0
United States,Prestige Cosmetics & Fragrances,Company Shares,Elizabeth Arden (Revlon),percent,Statista Market Insights,0,0,0,0,0,0.028,0,0,0,0,0,0
United States,Prestige Cosmetics & Fragrances,Company Shares,Inter Parfums,percent,Statista Market Insights,0,0,0,0,0,0.025,0,0,0,0,0,0
United States,Prestige Cosmetics & Fragrances,Online Revenue Share,Online,percent,Statista Market Insights,0.062,0.073,0.104,0.134,0.14,0.165,0.193,0.22,0.236,0.25,0.264,0.277
United States,Prestige Cosmetics & Fragrances,Online Revenue Share,Offline,percent,Statista Market Insights,0.938,0.927,0.896,0.866,0.86,0.835,0.807,0.78,0.764,0.75,0.736,0.723
United States,Prestige Cosmetics & Fragrances,Mobile/Desktop Split,Desktop,percent,Statista Market Insights,0.596,0.568,0.54,0.519,0.494,0.469,0.446,0.421,0.404,0.387,0,0
United States,Prestige Cosmetics & Fragrances,Mobile/Desktop Split,Mobile,percent,Statista Market Insights,0.404,0.432,0.46,0.481,0.506,0.531,0.554,0.579,0.596,0.613,0,0
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Australia,USD (US$),Statista Market Insights,"915,982,256.245","1,013,477,040.509","796,093,496.25","1,107,936,794.011","1,171,700,865.24","1,046,885,848.613","1,258,997,484.451","1,319,928,991.565","1,380,251,183.608","1,439,970,153.73","1,499,091,934.152","1,557,622,496.769"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Canada,USD (US$),Statista Market Insights,"1,529,719,475.391","1,525,087,952.21","1,280,234,157.998","1,468,465,881.088","1,653,677,263.04","1,709,089,110.599","1,671,562,265.219","1,740,016,817.011","1,808,051,009.411","1,875,669,046.013","1,942,875,088.375","2,009,673,256.44"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,United States,USD (US$),Statista Market Insights,"10,818,872,739.092","11,128,087,085.608","9,460,812,647.317","10,198,173,508.067","11,532,963,465.65","12,093,160,686.295","12,400,291,060.185","12,685,573,407.742","12,968,002,931.823","13,247,608,160.663","13,524,417,337.215","13,798,458,422.001"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Saudi Arabia,USD (US$),Statista Market Insights,"321,667,917.997","368,979,046.203","321,439,318.37","377,845,591.874","444,980,143.58","386,902,595.959","478,171,993.501","502,624,143.445","526,831,771.89","550,797,324.051","574,523,220.69","598,011,858.362"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Israel,USD (US$),Statista Market Insights,"268,420,184.206","305,671,778.452","237,778,103.151","295,772,025.207","400,341,690.35","362,883,883.933","407,061,399.997","434,660,503.027","461,983,615.026","489,033,495.905","515,812,877.976","542,324,466.225"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,South Africa,USD (US$),Statista Market Insights,"147,237,751.978","144,716,060.011","91,071,940.704","109,308,736.246","143,170,353.15","141,406,915.574","128,873,718.565","134,675,905.268","140,374,064.994","145,637,155.035","150,932,969.543","156,119,347.576"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Turkey,USD (US$),Statista Market Insights,"695,914,045.144","640,457,665.84","403,676,033.882","436,311,946.383","539,094,505.56","538,752,161.554","534,239,851.451","551,877,071.332","568,985,711.579","585,869,609.348","602,588,241.749","619,155,690.895"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Argentina,USD (US$),Statista Market Insights,"107,876,055","130,382,913","107,734,951","120,794,740","202,311,052.18","227,406,192.107","220,425,783.453","243,807,698.533","266,955,794.463","289,872,409.433","312,559,858.254","335,020,432.586"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Brazil,USD (US$),Statista Market Insights,"1,104,450,722.577","1,034,049,560.872","627,107,901.535","656,222,461.592","826,126,710.76","945,920,604.619","1,046,646,027.056","1,169,033,501.086","1,291,420,975.117","1,413,808,449.148","1,536,195,923.179","1,658,583,397.21"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Mexico,USD (US$),Statista Market Insights,"517,901,060.812","541,942,870.405","345,993,647.369","489,917,149.091","580,524,948.36","624,614,438.841","589,301,098.55","619,743,539.08","649,881,555.205","679,718,191.169","709,256,460.773","738,499,347.681"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,China,USD (US$),Statista Market Insights,"6,556,047,048.458","7,793,127,100.638","7,178,859,872.552","7,811,495,590.341","9,389,055,510.75","9,562,809,272.464","10,868,596,243.551","11,572,378,656.423","12,269,123,245.167","12,958,900,388.023","13,641,779,759.451","14,317,830,337.164"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,India,USD (US$),Statista Market Insights,"823,728,281.78","1,032,570,614.461","734,835,876.842","849,674,268.482","1,201,110,490.6","1,089,585,044.74","1,461,795,602.331","1,566,567,150.681","1,670,290,983.547","1,772,977,578.085","1,874,637,306.677","1,975,280,437.983"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Indonesia,USD (US$),Statista Market Insights,"270,343,922.325","339,164,455.485","261,637,039.45","300,660,403.692","422,516,557.2","417,703,517.419","489,607,608.384","529,465,603.591","568,925,018.846","607,989,839.948","646,664,012.84","684,951,444.002"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Japan,USD (US$),Statista Market Insights,"5,601,518,944.824","6,099,194,376.384","5,716,816,156.621","5,943,083,213.17","6,326,482,828.66","5,075,052,359.059","5,717,398,591.504","5,857,491,164.11","5,981,833,895.546","6,107,885,995.486","6,232,072,955.884","6,355,141,976.048"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Malaysia,USD (US$),Statista Market Insights,"210,163,753.589","250,118,815.258","198,910,285.913","243,886,207.412","319,983,501.26","394,929,229.598","380,814,971.748","417,932,885.557","454,679,620.228","491,058,887.553","527,074,362.204","562,729,682.108"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Philippines,USD (US$),Statista Market Insights,"238,967,538.922","293,350,772.445","200,951,223.677","252,448,837.725","361,843,671.87","398,974,629.42","395,758,179.746","435,103,696.777","474,055,758.637","512,618,299.879","550,795,215.709","588,590,362.38"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Singapore,USD (US$),Statista Market Insights,"376,895,003.9","447,857,160.834","341,431,752.361","472,860,738.983","560,211,695.1","550,879,872.966","631,098,181.501","675,265,085.731","718,990,320.918","762,278,303.753","805,133,406.76","847,559,958.737"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,South Korea,USD (US$),Statista Market Insights,"1,951,248,414.829","2,311,642,094.035","2,003,814,125.014","2,516,704,272.122","2,823,656,219.68","2,694,688,960.837","3,348,658,423.02","3,561,817,680.041","3,772,845,344.493","3,981,762,732.299","4,188,590,946.228","4,393,350,878.018"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Thailand,USD (US$),Statista Market Insights,"202,001,316.087","260,161,935.274","238,807,035.21","263,254,018.589","352,968,232.25","328,102,603.349","413,617,456.102","446,142,491.875","478,342,277.29","510,220,064.852","541,779,074.537","573,022,494.126"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Vietnam,USD (US$),Statista Market Insights,"260,564,392.74","321,442,229.312","260,078,729.295","311,159,126.4","420,415,900.28","407,572,105.967","484,903,304.545","523,408,228.167","561,528,102.553","599,266,778.195","636,628,067.081","673,615,743.077"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Austria,USD (US$),Statista Market Insights,"473,328,661.426","482,041,006.845","401,614,432.284","460,234,475.195","455,338,739.63","432,800,561.159","460,803,588.573","466,579,923.305","472,298,494.69","477,959,880.361","483,564,652.175","489,113,376.271"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Belgium,USD (US$),Statista Market Insights,"525,627,926.921","531,426,555.397","415,087,872.936","503,556,146.5","495,048,372.3","473,371,975.739","519,487,754.686","532,290,114.305","544,964,450.326","557,512,042.988","569,934,159.723","582,232,055.291"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Bulgaria,USD (US$),Statista Market Insights,"93,778,945.471","95,245,824.141","84,598,199.344","97,396,248.694","84,906,113.2","81,962,740.744","92,723,045.301","93,694,605.285","94,289,153.566","95,077,591.781","95,749,557.537","96,473,849.476"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Croatia,USD (US$),Statista Market Insights,"39,405,301.121","40,036,468.137","34,964,978.881","40,788,143.404","35,440,958.09","34,004,191.211","38,654,014.239","38,813,535.581","39,125,569.885","39,374,967.183","39,644,903.894","39,903,234.331"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Czechia,USD (US$),Statista Market Insights,"111,433,447.223","112,533,155.331","93,737,519.302","110,243,884.428","106,147,248.55","99,723,415.161","110,601,156.955","111,905,928.758","113,197,652.843","114,476,459.687","115,742,478.462","116,995,837.05"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Denmark,USD (US$),Statista Market Insights,"344,380,771.272","348,918,257.159","317,122,115.327","361,947,373.634","369,024,035.2","360,278,334.995","375,337,731.116","384,124,645.316","392,823,690.373","401,435,744.979","409,961,679.04","418,402,353.76"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Estonia,USD (US$),Statista Market Insights,"12,143,909.082","12,526,518.091","11,139,742.464","13,103,466.827","11,559,389.9","10,477,451.688","12,511,484.088","12,610,866.4","12,782,935.964","12,916,961.768","13,067,595.807","13,207,864.776"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Finland,USD (US$),Statista Market Insights,"209,308,098.759","213,843,870.305","197,111,876.585","221,242,271.466","204,719,225.59","193,787,979.974","218,643,328.964","221,160,333.585","223,380,734.533","225,797,092.615","228,013,961.252","230,349,574.151"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,France,USD (US$),Statista Market Insights,"3,004,860,317.429","3,011,261,997.22","2,448,092,762.396","2,822,719,550.852","2,775,849,309.75","2,833,982,711.143","3,005,524,997.375","3,127,555,530.494","3,248,566,235.215","3,368,567,309.82","3,487,568,850.611","3,605,580,852.927"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Germany,USD (US$),Statista Market Insights,"2,961,752,697.881","3,021,831,692.267","2,648,154,427.026","2,898,914,432.502","2,858,353,156.65","2,704,099,839.771","2,984,643,133.272","3,029,310,246.649","3,073,530,688.892","3,117,308,926.712","3,160,649,382.154","3,203,556,433.042"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Greece,USD (US$),Statista Market Insights,"163,129,797.855","163,637,404.846","134,149,785.54","154,589,444.41","140,601,475.04","132,683,732.827","150,267,951.986","151,779,758.837","152,868,524.269","153,858,391.959","154,788,836.301","155,668,746.282"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Hungary,USD (US$),Statista Market Insights,"104,939,132.559","104,889,804.97","81,552,487.022","92,654,698.426","80,699,004.12","75,488,552.302","85,081,229.95","87,713,185.417","88,649,847.611","88,981,528.133","89,102,874.299","89,148,443.977"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Ireland,USD (US$),Statista Market Insights,"309,337,560.031","314,078,246.715","241,950,133.02","292,554,672.097","310,228,156.35","292,235,001.028","303,077,875.813","307,057,736.305","310,997,798.193","314,898,459.462","318,760,114.118","322,583,152.228"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Italy,USD (US$),Statista Market Insights,"1,611,378,953.433","1,626,716,849.853","1,304,970,423.439","1,538,613,582.556","1,507,326,481.91","1,431,703,154.196","1,532,001,037.205","1,552,397,106.185","1,572,589,214.475","1,592,579,401.683","1,612,369,687.018","1,631,962,069.5"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Latvia,USD (US$),Statista Market Insights,"13,797,279.466","14,110,229.34","12,982,667.29","14,358,601.196","13,476,733.94","12,696,622.067","14,463,032.814","14,654,949.937","14,844,947.889","15,033,045.861","15,219,262.853","15,403,617.676"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Lithuania,USD (US$),Statista Market Insights,"21,141,034.267","21,768,530.331","19,615,469.82","21,476,510.785","23,449,428.99","22,879,339.553","24,135,201.49","24,997,705.089","25,851,583.651","26,696,923.428","27,533,809.808","28,362,327.323"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Netherlands,USD (US$),Statista Market Insights,"1,155,310,440.743","1,171,006,486.572","1,033,385,455.63","1,146,009,536.31","1,168,288,201.59","1,123,412,183.692","1,170,022,814.368","1,184,626,928.769","1,199,085,002.025","1,213,398,494.549","1,227,568,852.147","1,241,597,506.17"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Norway,USD (US$),Statista Market Insights,"380,233,472.177","379,602,025.536","319,223,568.371","377,185,540.008","356,534,287.23","343,528,010.172","366,294,114.696","367,573,086.824","368,813,513.924","370,018,356.978","371,190,289.804","372,331,727.683"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Poland,USD (US$),Statista Market Insights,"485,800,719.898","495,147,094.942","434,964,359.544","481,784,384.326","449,788,648.45","430,204,322.599","487,973,698.372","493,828,629.346","499,528,396.758","505,084,213.667","510,506,214.862","515,803,564.253"
United States,Prestige Cosmetics & Fragrances,Revenue Comparison,Portugal,USD (US$),Statista Market Insights,"261,696,607.114","266,767,966.242","198,443,248.493","256,882,011.941","251,189,593.12","243,856,838.999","269,094,054.686","275,559,683.499","281,960,656.025","288,297,618.825","294,571,211.997","300,782,069.238"
